1,china to get 91pc gwadar income minister tells senate, islamabad  the senate told friday 91 per cent revenues generated gwadar port part chinapakistan economic corridor  cpec  would go china  gwadar port authority would get 9pc share income next 40 years  this disclosed federal minister ports shipping mir hasil bizenjo senators expressed concern secrecy surrounding cpec longterm agreement plan  many observing agreement tilted heavily china  favour  the minister said agreement based buildoperate transfer model spread 40 years  that means pakistan take operation port along infrastructure built period enhance port  cargohandling capacity  however  senator kalsoom parveen ruling pakistan muslim leaguenawaz  pmln  pointed agreement signed basis equality done india  she asked senate chairperson raza rabbani convene meeting committee whole council  relevant departments signed pact would called  mr rabbani  however  pointed already two committees cpec  including senate committee parliamentary panel  he advised take issue senate committee cpec  senator sardar azam musakhel pakhtunkhwa milli awami party  pkmap  lamented neither chairmen two committees balochistan  alleged given china  concession   senator mohsin aziz pakistan tehreekiinsaf stressed business community must involved signing business agreements  task  claimed  left bureaucrats business savvy  senator javed abbasi pmln  however  defended agreement saying would greatly benefit pakistan  he added power projects cpec would alleviate pakistan  severe energy crisis  he pointed power projects would constructed balochistan sindh  the project would bring  56 billion investment pakistan  said  adding cpec would include infrastructure projects well industrial zones would generate employment opportunities  while speaking point order  senator farhatullah babar pakistan peoples party  ppp  warned defence minister commit terms islamic military counter terrorism coalition  imctc  without bringing notice senate first  he reminded government defence minister assured house would share terms reference participation alliance senate taking decision  he said military commander coalition quoted saying coalition  encompassed four key areas ideology  communications  counterterrorism financing military fight terrorism join international security peace keeping efforts   each areas  particularly one pertaining ideology  presented potential pitfalls challenges farreaching consequences pakistan  said  demanded clarity issues involved stressed need lay facts parliament  senator rabbani endorsed demand  said defence minister khawaja asif  foreign minister  assured house would taken board government became party venture saudiled military alliance  the alliance announced december 2015 41 members  pakistan part first 34 countries join coalition  lawmakers sides aisle expressed concern absence senators  delayed voting delimitation bill pending senate  some suggested possibility  hidden hands  preventing passage bill would ensure elections could held timely manner next year  senator usman khan kakar pkmap blunt saying parliamentary system threat  urged senators various parties show monday pass bill order end confusion   parliament facing threat people never accepted system   said  referring twoweek long sitin faizabad  azam musakhel said bill delayed purpose orders  hidden powers   he added bill could passed third consecutive time  every time  members parties  including pmln  stayed mysteriously absent proceedings  senator rabbani ruled federal investigation agency   fia  report implementation pakistan electronic crimes act 2016 brought house  thereafter referred relevant committee incamera discussion  further  directed government provide complete information incamera proceedings  in ruling  observed  sorry state affairs   fia report adhere requirements law  directed government formulate rules preparing reports submission house 30 days  place senate committee delegated legislation  the ruling came senator asked whether fia  report could brought open house  treated classified document discussion incamera meeting it committee senate  the house meet monday 4pm 
1,all clearances for kelectric sale received privatisation minister, power division secretary contradicts statement  says dept yet give goahead islamabad  all concerned government departments given clearance sale abraaj group  664  stake kelectric shanghai electric power  deal would conclude  soon   said daniyal aziz  minister privatisation friday  however  statement negated secretary power division yousaf naseem khokhar said department given clearance acquisition majority stake shanghai electric process still going  khokhar said  issue still far matter go interministerial committee approval  the power division still seeks resolution outstanding dues  the national electric power regulatory authority  nepra   competition commission pakistan  ccp   securities exchange commission pakistan  secp   ministry defense  ministry interior national transmission dispatch company  ntdc  given noobjection certificates  said aziz talking the express tribune  he said privatisation commission taking utmost care would soon give national security clearance certificate completing remaining procedural formalities  aziz gave statement delegation comprising shanghai electric power company  abraaj group kelectric met prime minister privatisation minister separately  aziz said shanghai electric best placed address electricity woes karachi  in august last year  abraaj group struck deal sell kes power  offshore entity controls 664  total kelectric shares  chinabased shanghai power  at time  deal estimated  177 billion contingent upon settlement issues government seller  however  due low determination multiyear tariff nepra  size deal expected lower  177 billion  said sources  nepra revised base tariff upwards rs1277 per unit rs1207 effective july 2016  would remain place till 2023  kelectric sought increase rs1557 per unit sustainability operation  minister power awais ahmad leghari said favour upward revision kelectric tariff bureaucrats oppose favour  the ministry defence already given security clearance certificate subject condition new buyer kelectric the country  largest integrated power utility company  would ensure power supplies vital defence installations times  aziz said ntdc given assurance provide uninterrupted power supplies vital installations  the minister said shanghai electric plan invest  9 billion first two years company would make investment  2 billion  shanghai electric considered among top companies terms customers  service delivery solution powerrelated problems country  largest metropolitan city  said minister supporting deal  he said chinese company  systems advanced case emergent situation backup systems power generation  transmission distribution  shanghai electric informed privatisation commission best customer complaints resolution mechanisms  said aziz  since abraaj shanghai power could timely conclude deal march year  seek fresh regulatory approvals  after expiry original deadline  shanghai electric made public announcement june 29 intention acquire kelectric  the secp set december 26 deadline concluding deal  sui southern gas company  ssgc  national transmission despatch company  ntdc  made claims worth around  124 billion account cost electricity  gas late payment surcharges  abraaj group want pay interest seeking settlement payment principal amount the ministry power emphasising resolution outstanding dues prerequisite conclude deal  the ministry  continuous position outstanding dues settled seller deal finalised  yundan wang  chairman shanghai electric  discussed matters concerning transition kelectric new prospective company  specifically processing nocs transaction  according official announcement privatisation commission  it added shanghai electric delegation briefed minister investment plan revitalize kelectric  yundan indicated plan invest  9 billion kelectric 2030 upgrade transmission generation capacity  he hoped plan would change prospects perspectives kes service provider power sector  yundan briefed minister plans stop leakages emphasised socioeconomic development target areas play major role changing attitudes improving governance well recoveries  he also shared kelectric also continue extend electricity designated hospitals social responsibility  like business facebook  follow  tribunebiz twitter stay informed join conversation 
1,chinas road through pakistan, minister planning mr ahsan iqbal busy late  he deal nuisance protesters blocking road  play host chinese delegation flew seventh joint cooperation committee  jcc  meeting finalise long term plan  ltp  cpec  since difficult get midst pressing engagements  i thought i  share questions i meeting right hopes answer  why chinese interested making yuan legal tender gwadar  what purpose step serve  pakistan  interests advanced  if helping make yuan international currency  major policy priority china  ask legal tender gwadar  why pakistan  most efforts make yuan global currency focusing making reserve asset yuandenominated bonds currency swap arrangements central banks china countries  pakistan swap arrangement many years  but reserve asset one thing  legal tender different ball game altogether  when government pakistan first receive proposal raised discussed jcc meeting concluded tuesday  according details trickling meeting  first raised senior officials meeting held monday intended prepare ground higherlevel talks tuesday important policy decisions made  is true  another report  quoting unnamed officials  says  pakistan conveyed opposition demand months ago  chinese side pressed   so told   months ago  returned press demand  might return months later press harder still  or   given time final  has raised previous jcc meetings  how hard chinese press case proposal  again  according details trickling  appears extended debate around idea  is true  what arguments advance proposal  following meeting  secretary planning told reporters idea turned  minister planning simply said considered  proposal point   so  turned consideration  or perhaps  turned considered later   by proposal  tell us much  except whatever plans chinese gwadar lot bigger told  thus far  two countries officially allowed yuan legal tender  angola zimbabwe  in case zimbabwe  decision aided fact currency collapsed 2009  inflation rate 500 billion per cent  yes  five hundred billion   they shifted us dollar south african rand legal tender  2015 allowed yuan  by nothing inherently wrong countries discussing possibly mulling monetary arrangements whereby currencies acquire status legal tender countries  but case  sources concern arise  first  appears demand one city  odd  unless plan extend coverage rest pakistan soon  case still odd begin one city  especially one remote centres economic activity country  anyway  the ltp finalised tuesday  pending issues told  needs made public prevent questions clouding overall positive prospects cpec pakistan  what important source concern many surprises await us future go road  recall beginning  discussions taking place around ltp  detailed road map extending 2030 significantly increases role chinese capital enterprises pakistan  economy  precisely future shape project decided  nobody outside small circle heard proposal bring chinese currency legal tender pakistan  it mentioned public pronouncement  cpec website  minutes jcc meetings held thus far  ltp finalised december 2016 sixth jcc shorter summary document circulated provinces march 2017  so question  else discussed would take whole cooperative framework cpec far beyond roads power plants encouraged imagine thinking project  there one fact becoming increasingly clear  cpec involves fundamental profound reshaping economy policy landscape order create space chinese capital enterprises acquire stakes participate economic life country  when newspaper ran details ltp back may  minister planning referred document  live document   meaning changes  then  jcc meetings got going  told us ltp consideration document  the time come clean arrived  let  see plan  promised  mr minister  the writer member staff 
1,ned alumnus sells company to chipmaker marvell for 6bn, cavium  cofounded pakistaniamerican raghib hussain  acquired chipmaker marvell  6 billion deal cash stock  hussain alumnus ned university engineering technology  neduet   karachi  started cavium friend syed b ali  the company taken public market value  600 million 2007  in email sent friends nov 23  hussain said   now news public  must figured i busy lately  it  day mixed feelings  it  like sending   17yearold college  in case  i  thankful god giving us opportunity experience   to summarise  i started cavium syed late 2000  took public 2007 market cap  600m  ten years later 2017  established semiconductor company revenue  1bn  2000 employees market cap  5bn  consolidated  65bn enterprise value  at market close wednesday  deal already valued  75bn  enterprise value   i thankful everyone  prayers support   marvell  main business make chips used hard disk drives  however  market hard disks slowly declining due new technologies  marvell made move expand business  cavium makes networking processors company planning use acorn risc machine s designs break server microprocessor business  marvell said acquire outstanding shares cavium common stock exchange consideration  40 per share cash 21757 marvell common shares cavium share  marvell plans use  175bn debt financing fund transaction  cavium stockholders hold 25 per cent combined company shares  marvell technology able compete chipmaking giants like intel  marvell ceo matt murphy lead company cavium cofounder ceo syed ali serve strategic advisers board members  this article originally appeared propakistani reproduced permission 
1,all expensive oilbased ipps to be closed, lahore  minister state power chaudhry abid sher ali affirmed present government shut expensive oilbased power plants  ipps  ensure availability cheaper energy consumers  he also apprised previous government pay heed rehabilitation maintenance old power plants caused several system constraints inflicting heavy losses  however  government carried completed various projects last four years  he said ministry power identified system constraints  communicated targets departments concerned initiate upgradation transmission system war footing  he directed heads power sector entities complete ongoing projects well time  he chairing meeting power system constraints held wapda house lahore  ntdc deputy managing director  ceos distribution companies  discos   pepco gm  r  co  senior officials power division attended meeting  highlighting performance present government power sector  minister lauded unending efforts concerned quarters overcome loadshedding mentioned present surplus electricity available system  however  due certain system constraints line losses  loadshedding observed discos level  the minister also said meetings held regularly monitoring committee comprising officials power division  pepco  ntdc discos rigorously monitor pace developmental work ensure timely completion ongoing projects  next meeting system constraints held december 2017  he clearly mentioned officials failed complete projects within given date would penalised  he directed ceos honest dedicated officers posted key posts completion projects  he also expressed satisfaction energisation 500 kv port qasim transmission line appreciated ntdc discos coordinated efforts overcome issues system constraints 
1,cpec enters the next phase,2017 the twoday joint cooperation committee  jcc  meeting chinapakistan economic corridor  cpec  sets stage second phase multibilliondollar cooperation two nations  it attempts formalise future roadmap industrial economic collaboration involving special economic zones along cpec stretch pakistan adopt long term plan  ltp  2030  the main focus seventh jcc remain special economicindustrial zones even though five joint working groups  jwgs   gwadar  energy  transport infrastructure  special economic zones planning  would meet first day  today  remove irritant suggest way forward  the jwgs comprise secretarylevel officials two countries  the new projects  mostly small medium size  finalised groups inclusion overall portfolio  even though pakistan originally lobbied financing  already settled recent interactions  14 billion diamerbhasha dam would made part cpec unacceptable demands beijing transfer ownership  the key projects expected formally become part cpec  8bn main linei  1875km railway line karachi lahore peshawar   35bn karachi circular railway  the financial appraisal new projects completed future course action approved  on second day  jcc  led chinese side vicechairman national development reforms commission  ndrc  pakistani minister planning development reform ahsan iqbal  meet four chief ministers  heads regional governments federation pakistan chambers commerce industry  the jcc take recommendations finalised jwgs  formal agreements would signed projects cleared sixth jcc meeting held beijing last year  a cabinet committee cpec presided prime minister shahid khaqan abbasi already cleared proposals fresh projects nine sezs would offered 15 20year tax holidays case investment made 2020  the board investment would sign overarching agreement chinese counterpart nine sezs behalf provinces regional governments  ie azad jammu kashmir  ajk   federally administered tribal areas  fata  gilgitbaltistan  gb   under road map  chinese side would start investing sezs immediately jcc  clearance avail benefits tax exemption  there strong possibility chinese institutions private sector pick dedicated sez industrial park  probably rashakai near nowshera owing compact feasibility 100 per cent 1000acre land acquisition  another maqpoondas gb close proximity kashgar xinjiang  there indications feasibility study  availability relevant raw material infrastructure access  chinese would offer develop rashakai sez industrial units relating fruit  textile packaging  almost provincial regional governments submitted feasibility studies  except balochistan yet complete task  the initial plan flexible aimed starting work immediately sezs projects ready chip others get ready  the special economic industrial zones also include dhabeji economic zone sindh  1000 acres earmarked  whereas development industrial park 1500 acres pakistan steel mills  land port qasim awaiting land transfer  moreover  200acre bostan industrial zone balochistan  allama iqbal industrial city near faisalabad  mohmand marble city fata  ict model industrial zone islamabad mixindustry special zone mirpur  ajk  process yet take  one challenging aspect cpec availability portable water gwadar port city  authorities running pillar post  against requirement 12 million gallons per day  mgd  port city  authorities able ensure around 1mgd  the supply would increased 5mgd installation desalination plant six 10 months  as long term plan  draft already finalised two sides cpec take initial shape 2020  addressing major bottlenecks pakistan  economic social development  cpec start boosting economic growth countries   by 2025  cpec building shall basically done  industrial system approximately complete  major economic functions brought play holistic way  people  livelihood along cpec significantly improved  regional development balanced goals vision 2025 achieved   says ltp  the ltp envisions two countries striving synchronisation reciprocity economic development  china  key objective gain quality efficiency improvement textile clothing industry  expand size increase supply high valueadded products  process promote kashgar economic technological development zone  caohu industrial park adopt means like export processing  on pakistani side  key objective expand cooperation appliance industry  promote pakistan  industries assembling imported parts components localised production parts  encourage various forms chinese enterprises enter pakistani market improve development energy efficient appliance industry  it also envisages industrial capacity cooperation sectors chemicals  engineering  agro  iron steel construction materials  use efficient  energysaving environmental friendly processes equipment meet demands pakistan  local markets expanding international market  published dawn  the business finance weekly  november 20th  2017
1,gulf crisis casts a pall on remittances to pakistan,2017 the number pakistani workers going sixnation gulf cooperation council  gcc  decline  fuelling fears consequent fall remittances  particularly time entire region general saudi arabia particular undergoing dramatic political economic changes  pakistan  remittances gcc  regional union comprising bahrain  kuwait  oman  qatar  saudi arabia united arab emirates  uae   started growing rapidly 2002  partly owing post911 developments increased manpower export region  but 2014  manpower export uae  largest market pakistani workforce  wane  and 2015  case saudi arabia  second largest market  besides  saudi arabia reshaping fiscal policies expanding nonoil economy uae fast emerging global business centre  dynamics manpower exports also changing  though pakistan yet experienced major setback remittances  flow two countries  signs weakening quite visible  if look annual remittances saudi arabia  big change occurred past five years despite fact manpower export country seen declining trend 2015  a major reason remittances coming two million pakistanis already working kingdom fluctuations manpower export one two years majorly disturb remittances  however  2017 unique first nine months year manpower export saudi plunged less 25 per cent 2016  such big decline bound affect inflows  the monthly average remittances saudi arabia fell  443m januaryoctober year  484m year ago  the impact even larger decline year would reflect accordingly next year  remittances  the 2018 remittances kingdom may also reflect fuller impact july 2017 levy tax 100 riyals  rs2800  per month imposed unemployed family member foreigners living kingdom  many pakistanis unable afford tax started coming back home  would prefer living would obviously able send much foreign exchange levy  pakistan sought concession tax citizens living saudi arabia  difficult predict whether saudi government grant  moreover  kingdom  recent decision allow women drive might also affect pakistani workers  large number drivers  thus affecting flow remittances pakistan  in nine months september  manpower exports uae also fell less steeply case saudi arabia  besides  many pakistanis go uae jobs find opportunities parttime business far easily saudi arabia  that remittances uae declined 2pc last calendar year  and januaryoctober year  average monthly remittances improved  396m compared  361m year earlier  however  remittances uae may also start falling government gets serious tracking estimated  8 billion investment resident pakistanis emirates  real estate market   one reason uae  remittances may falter much despite falling manpower export part inflows proceeds transactions made pakistanis  real estate investment dubai   officials exchange companies say  another thing may offset declining trend remittances uae many pakistanis previously settled employed united states  britain canada shifted uae  cumulative remittances remaining gcc nations  bahrain  kuwait  qatar oman  kept growing long time  fell marginally  2325bn 201617  2423bn preceding year  a similar trend remained sight julyoctober period year  look recently released data reveals  our cumulative manpower export countries fell 53032 januaryseptember year 63787 entire 2016 69722 2015  the lifting ban 2016 manpower exports kuwait yet make significant impact  despite tall claims government  declining manpower exports combined fewer opportunities work overseas pakistanis living countries  one focusing promoting jobs local population revisiting policies foreign workers  hiring time low oil prices  may keep inflows pakistan lower  bankers say  one important determinant volumes remittances gcc region  anywhere else matter  quality manpower exports  our record poor count  in januaryseptember year  fewer 1800 professionals  engineers  doctors  nurses  teachers  accountants managers  went abroad jobs compared 45484 drivers 155556 labourers  as saudi arabia  uae gcc nations reshaping economies  much would depend quality manpower exports determining future remittances  published dawn  the business finance weekly  november 20th  2017
1,bank investments fall 001pc,2017 according weekly statement position scheduled banks week ended november 03  deposits accounts scheduled banks stood rs11783372bn 005pc increase preceding week  figure rs11777383bn  compared last year  corresponding figure rs10407608bn  current week  figure higher 1322pc  deposits accounts commercial banks stood rs11694161bn preceding week  deposits rs11692887bn  showing rise 001pc  deposits accounts specialised banks stood rs89210bn  higher 558pc previous week  figure rs84496bn  total assets scheduled banks stood rs16602490bn  lower 056pc preceding week  figure rs16696065bn  current week  figure higher 1805pc compared last year  corresponding figure rs14063739bn  total assets commercial banks stood rs16322326bn  lower 064pc previous week  figure rs16427481bn  total assets specialised banks rs280164bn  higher 431pc previous week  rs268584bn  borrowings scheduled banks decreased week review  it fell 398pc rs2672467bn previous week  rs2783256bn  compared last year  corresponding figure rs1638999bn  current week  figure higher by6305pc  borrowings commercial banks week rs2577105bn lower 436pc previous week  rs2694624bn  borrowings specialised banks stood rs95362bn previous week  figure rs88633bn  investments scheduled banks stood rs8340840bn preceding week  figure rs8341985bn  lower 001pc  compared last year  corresponding figure rs7172266bn  current week  figure higher 1630pc  investments commercial banks stood rs8260693bn  lower 012pc preceding week  figure rs8270936bn  published dawn  the business finance weekly  november 20th  2017
1,chinese firm awaits noc to conclude kelectric deal, karachi  kelectric  prospective chinese buyer awaiting noobjection certificate government conclude billion dollars deal purchase integrated power utility  chairman yundan wang shanghai electric power company limited  sepc   chinese buyer kelectric  ke  senior representatives abraaj group called minister privatisation daniyal aziz friday   matters concerning transition karachi electric new prospective company came discussion  specifically processing noobjection certificate transaction   statement said  dubaibased private equity firm abraaj group  bought majority stake 2009 power utility ke  agreed october 2016 divest 664 percent shareholding shanghai electric power company  177 billion  the shanghai electric power company  delegation briefed minister investment plan revitalise ke  chairman wang indicated plan invest nine billion dollars ke 2030 upgrade transmission generation capacity  he hoped plan would change prospects perspectives ke service provider power sector   sepc responsible generating one third world  power intend replicate successful experiences karachi well  sepc  chief described plans introduce new technology generate new electricity including renewable sources   different sites identified kick start projects supplement generation ke along traditional sources  he also briefed minister plans stop leakages emphasised socioeconomic development target areas play major role changing attitudes improving governance well recoveries  wang said ke continue extend electricity designated hospitals social responsibility   special emergency generation vehicle restore electricity wake crises also made available ensure nonstop provision electricity karachi  the minister appreciated ke  performance previous years could bring apparent changes system hoped collaboration shanghai electric power company help improving ke system  the meeting ended note thanks minister privatisation hope continue collaboration joint ventures 
1,monetary policy sbp leaves key interest rate unchanged at 575, development line expectations  rate unchanged since may 2016 karachi  in line market expectations  state bank pakistan  sbp  left key interest rate unchanged 575  next two months   the monetary policy committee decided keep policy rate 575    sbp press statement said friday  the central bank kept discount rate unchanged 575  since may 2016  this lowest level four decades  it double digits 10  first half fiscal year 201213 easing inflationary pressure led decline key interest rate  overall inflation fy18 expected remain well target 6   monetary policy statement said  consumer price index  cpi  inflation averaged 35  juloct fy18  well annual inflation target  despite positive development  sbp  foreign exchange reserves stand  135 billion november 17  2017  161 billion end june 2017  however  progress chinapakistan economic corridor  cpec  related projects official proceeds instrumental managing overall balanceofpayments deficit  the introduction regulatory duties expected help curb growth imports coming months  moreover  financial account perspective shows fdi inflows risen  reaching  940 million end october fy18 compared  539 million period last year  indicating improving sentiments regarding economy  on course achieve 6  growth rate the latest information reveals economic activity strong corroborated broadbased pick industrial output  gains factors supporting production major crops  growth private sector credit   the prospects achieving 6  target real gdp growth continue strong   added  on fiscal front  healthy growth tax revenue collection federal board revenue  fbr  first quarter fy18  22  compared modest 45  quarter fy17  welcome development  nearterm balanceofpayments challenges continue persist  however  visible improvements export growth  notable increase foreign direct investments expected financial inflows help contain pressures  a review latest developments real sector show first quarter fy18  large scale manufacturing  lsm  growth surpassed earlier expectations recorded 84  compared 18  corresponding period fy17  due improving security conditions power supply  transformation fixed investment enhancements productive capacity ground  low inflation stable interest rates  further support comes continuation cpec projects  barring extreme seasonal events  agriculture sector expected perform better second consecutive year  this explained increase cultivated area fertiliser offtake kharif season  ongoing trend investment mechanisation  higher uptick agricultural credit unchanged support price wheat time sowing  accordingly  demand services also expected rise fy18 given interconnectivity two sectors  taking evidence together  real gdp growth expected meet target level fy18  the current account deficit widened  5 billion juloct fy18 compared  23 billion corresponding period fy17  delving deeper  pakistan  exports seen improvement juloct fy18  growing 113  compared decline 31  comparable period last year  similarly  remittances recorded modest increase 23  juloct fy18  nonetheless  impact positive developments overall current account offset growth imports account rising domestic demand consumption well investment due recent rise international oil prices 
